customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charge_per_month,tenure_category_1-2yr,tenure_category_2-4yr,tenure_category_4-6yr,tenure_category_6+yr
6572-ADKRS,0,46,74.8,3548.3,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,75.49574468085106,False,True,False,False
5380-WJKOV,0,34,106.35,3549.25,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,101.40714285714286,False,True,False,False
8168-UQWWF,0,11,97.85,1105.4,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,92.11666666666667,False,False,False,False
8865-TNMNX,0,10,49.55,475.7,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,43.24545454545454,False,False,False,False
9489-DEDVP,0,70,69.2,4872.35,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,68.62464788732395,False,False,True,False
9867-JCZSP,0,17,20.75,418.25,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,23.23611111111111,True,False,False,False
4671-VJLCL,0,63,79.85,4861.45,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,75.96015625,False,False,True,False
4080-IIARD,0,13,76.2,981.45,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,70.10357142857143,True,False,False,False
3714-NTNFO,0,49,84.5,3906.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,78.134,False,False,True,False
5948-UJZLF,0,2,49.25,97.0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.333333333333336,False,False,False,False
7760-OYPDY,0,2,80.65,144.15,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,48.050000000000004,False,False,False,False
7639-LIAYI,0,52,79.75,4217.8,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,79.5811320754717,False,False,True,False
2954-PIBKO,0,69,64.15,4254.1,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,60.77285714285715,False,False,True,False
8012-SOUDQ,1,43,90.25,3838.75,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,87.24431818181819,False,True,False,False
9420-LOJKX,0,15,99.1,1426.4,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,89.15,True,False,False,False
6575-SUVOI,1,25,69.5,1752.65,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,67.40961538461539,False,True,False,False
7495-OOKFY,1,8,80.65,633.3,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,70.36666666666666,False,False,False,False
4667-QONEA,1,60,74.85,4456.35,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,73.05491803278689,False,False,True,False
1658-BYGOY,1,18,95.45,1752.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,92.23947368421052,True,False,False,False
8769-KKTPH,0,63,99.65,6311.2,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,98.6125,False,False,True,False
5067-XJQFU,1,66,108.45,7076.35,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,105.61716417910448,False,False,True,False
3957-SQXML,0,34,24.95,894.3,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,25.55142857142857,False,True,False,False
5954-BDFSG,0,72,107.5,7853.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,107.58493150684932,False,False,True,False
0434-CSFON,0,47,100.5,4707.1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,98.06458333333335,False,True,False,False
1215-FIGMP,0,60,89.9,5450.7,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,89.35573770491803,False,False,True,False
0526-SXDJP,0,72,42.1,2962.0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,40.57534246575342,False,False,True,False
0557-ASKVU,0,18,54.4,957.1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,50.373684210526314,True,False,False,False
5698-BQJOH,0,9,94.4,857.25,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,85.725,False,False,False,False
5122-CYFXA,0,3,75.3,244.1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,61.025,False,False,False,False
8627-ZYGSZ,0,47,78.9,3650.35,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,76.04895833333333,False,True,False,False
3410-YOQBQ,0,31,79.2,2497.2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,78.0375,False,True,False,False
3170-NMYVV,0,50,20.15,930.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,18.25294117647059,False,False,True,False
7410-OIEDU,0,10,79.85,887.35,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,80.66818181818182,False,False,False,False
2273-QCKXA,0,1,49.05,49.05,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,24.525,False,False,False,False
0731-EBJQB,0,52,20.4,1090.65,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,20.578301886792456,False,False,True,False
1891-QRQSA,1,64,111.6,7099.0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,109.21538461538462,False,False,True,False
8028-PNXHQ,0,62,24.25,1424.6,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,22.61269841269841,False,False,True,False
5630-AHZIL,0,3,64.5,177.4,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,44.35,False,False,False,False
2673-CXQEU,1,56,110.5,6139.5,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,107.71052631578948,False,False,True,False
6416-JNVRK,0,46,55.65,2688.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,57.2095744680851,False,True,False,False
5590-ZSKRV,0,8,54.65,482.25,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,53.583333333333336,False,False,False,False
0191-ZHSKZ,1,30,74.75,2111.3,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,68.10645161290323,False,True,False,False
3887-PBQAO,0,45,25.9,1216.6,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,26.44782608695652,False,True,False,False
5919-TMRGD,0,1,79.35,79.35,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,39.675,False,False,False,False
8108-UXRQN,0,11,50.55,565.35,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,47.112500000000004,False,False,False,False
9191-MYQKX,0,7,75.15,496.9,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,62.1125,False,False,False,False
9919-YLNNG,0,42,103.8,4327.5,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,100.63953488372093,False,True,False,False
0318-ZOPWS,0,49,20.15,973.35,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,19.467,False,False,True,False
4445-ZJNMU,0,9,99.3,918.75,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,91.875,False,False,False,False
4808-YNLEU,0,35,62.15,2215.45,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,61.540277777777774,False,True,False,False
1862-QRWPE,0,48,20.65,1057.0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,21.571428571428573,False,True,False,False
2796-NNUFI,0,46,19.95,927.1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,19.72553191489362,False,True,False,False
3016-KSVCP,0,29,33.75,1009.25,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,33.641666666666666,False,True,False,False
4767-HZZHQ,0,30,82.05,2570.2,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,82.90967741935484,False,True,False,False
2424-WVHPL,1,1,74.7,74.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,37.35,False,False,False,False
7233-PAHHL,0,66,84.0,5714.25,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,85.28731343283582,False,False,True,False
6067-NGCEU,0,65,111.05,7107.0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,107.68181818181819,False,False,True,False
9848-JQJTX,0,72,100.9,7459.05,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,102.17876712328767,False,False,True,False
8637-XJIVR,0,12,78.95,927.35,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,71.33461538461539,False,False,False,False
9803-FTJCG,0,71,66.85,4748.7,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,65.95416666666667,False,False,True,False
0278-YXOOG,0,5,21.05,113.85,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,18.974999999999998,False,False,False,False
3212-KXOCR,0,52,21.0,1107.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,20.89056603773585,False,False,True,False
4598-XLKNJ,1,25,98.5,2514.5,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,96.71153846153847,False,True,False,False
6380-ARCEH,0,1,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,10.1,False,False,False,False
3679-XASPY,0,1,19.45,19.45,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,9.725,False,False,False,False
7123-WQUHX,0,38,95.0,3605.6,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,92.45128205128205,False,True,False,False
5386-THSLQ,1,66,45.55,3027.25,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,45.18283582089552,False,False,True,False
3192-NQECA,0,68,110.0,7611.85,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,110.31666666666668,False,False,True,False
6180-YBIQI,0,5,24.3,100.2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.7,False,False,False,False
6728-DKUCO,0,72,104.15,7303.05,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,100.04178082191781,False,False,True,False
9750-BOOHV,0,32,30.15,927.65,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,28.11060606060606,False,True,False,False
8597-CWYHH,0,43,94.35,3921.3,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,89.12045454545455,False,True,False,False
2848-YXSMW,0,72,19.4,1363.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,18.674657534246574,False,False,True,False
0486-HECZI,0,55,96.75,5238.9,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,93.55178571428571,False,False,True,False
4549-ZDQYY,0,52,57.95,3042.25,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,57.40094339622642,False,False,True,False
5712-AHQNN,0,43,91.65,3954.1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,89.86590909090908,False,True,False,False
4846-WHAFZ,1,37,76.5,2868.15,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,75.47763157894737,False,True,False,False
5256-SKJGO,0,64,54.6,3423.5,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,52.66923076923077,False,False,True,False
3071-VBYPO,0,3,89.85,248.4,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,62.1,False,False,False,False
9560-BBZXK,0,36,31.05,1126.35,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30.44189189189189,False,True,False,False
5299-RULOA,0,10,100.25,1064.65,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,96.78636363636365,False,False,False,False
8402-OOOHJ,0,41,20.65,835.15,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.88452380952381,False,True,False,False
9445-ZUEQE,0,27,85.2,2151.6,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,76.84285714285714,False,True,False,False
1091-SOZGA,0,56,99.8,5515.45,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,96.76228070175438,False,False,True,False
2928-HLDBA,0,6,20.7,112.75,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,16.107142857142858,False,False,False,False
0404-SWRVG,0,3,74.4,229.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,57.3875,False,False,False,False
6497-TILVL,0,7,50.7,350.35,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,43.79375,False,False,False,False
7219-TLZHO,0,4,20.85,62.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,12.58,False,False,False,False
4622-YNKIJ,0,33,88.95,3027.65,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,89.0485294117647,False,True,False,False
4412-YLTKF,1,27,78.05,2135.5,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,76.26785714285714,False,True,False,False
6734-PSBAW,0,72,23.55,1723.95,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,23.615753424657534,False,False,True,False
3930-ZGWVE,0,1,19.75,19.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,9.875,False,False,False,False
2639-UGMAZ,1,71,56.45,3985.35,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,55.35208333333333,False,False,True,False
2876-GZYZC,0,13,85.95,1215.65,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,86.83214285714287,True,False,False,False
6207-WIOLX,0,25,58.6,1502.65,1,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,57.79423076923077,False,True,False,False
8587-XYZSF,0,67,50.55,3260.1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,47.942647058823525,False,False,True,False
3091-FYHKI,0,1,35.45,35.45,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,17.725,False,False,False,False
2372-HWUHI,0,2,44.35,81.25,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,27.083333333333332,False,False,False,False
7799-LGRDP,0,43,25.7,1188.2,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,27.004545454545454,False,True,False,False
7850-VWJUU,0,23,75.0,1778.5,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,74.10416666666667,True,False,False,False
3774-VBNXY,0,64,20.2,1277.75,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.657692307692308,False,False,True,False
6217-KDYWC,0,57,19.6,1170.55,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,20.181896551724137,False,False,True,False
0390-DCFDQ,1,1,70.45,70.45,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35.225,False,False,False,False
3146-MSEGF,1,72,88.05,6425.65,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,88.02260273972603,False,False,True,False
4080-OGPJL,0,8,71.15,563.65,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,62.62777777777777,False,False,False,False
1095-WGNGG,0,61,101.05,5971.25,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,96.31048387096774,False,False,True,False
2636-SJDOU,0,64,84.3,5289.05,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,81.37,False,False,True,False
1131-QQZEB,1,71,23.95,1756.2,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,24.391666666666666,False,False,True,False
